Customer_id,recency,history_segment,history,mens,womens,zip_code,newbie,channel,type,conversion,spend
124,11,3) $200 - $350,202.78,0,1,Suburban,1,Web,No merchandise,0,0
125,5,1) $0 - $100,62.6,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
126,2,4) $350 - $500,355.88,1,0,Urban,0,Phone,Mens and Womens merchandise,0,0
127,2,3) $200 - $350,259.03,0,1,Urban,0,Phone,No merchandise,0,0
128,9,2) $100 - $200,190.57,0,1,Urban,0,Web,No merchandise,1,15
129,4,2) $100 - $200,141.16,0,1,Urban,0,Phone,Mens and Womens merchandise,1,0
130,10,1) $0 - $100,89.01,0,1,Urban,0,Web,Mens and Womens merchandise,1,0
131,1,1) $0 - $100,37.62,0,1,Urban,1,Web,No merchandise,1,0
132,10,1) $0 - $100,39.93,1,0,Urban,0,Web,Mens and Womens merchandise,0,0
133,4,1) $0 - $100,29.99,1,0,Suburban,1,Phone,No merchandise,0,0
134,9,1) $0 - $100,91.4,1,0,Suburban,0,Phone,Mens and Womens merchandise,0,0
135,10,2) $100 - $200,179.26,0,1,Suburban,0,Phone,No merchandise,0,0
136,2,3) $200 - $350,249.3,1,1,Urban,0,Phone,No merchandise,0,0
137,1,5) $500 - $750,631.75,0,1,Urban,1,Web,No merchandise,0,0
138,8,4) $350 - $500,400.34,1,1,Suburban,0,Multichannel,No merchandise,0,0
139,10,3) $200 - $350,334.89,1,0,Urban,0,Multichannel,No merchandise,0,0
140,1,1) $0 - $100,96.38,0,1,Urban,0,Web,No merchandise,0,0
141,6,2) $100 - $200,182.18,1,0,Urban,0,Web,No merchandise,1,0
142,8,3) $200 - $350,272.9,0,1,Suburban,0,Web,Mens and Womens merchandise,0,0
143,1,"7) $1,000 +",1495.95,1,0,Suburban,1,Phone,Mens and Womens merchandise,0,0
144,1,3) $200 - $350,213.93,1,0,Urban,0,Multichannel,No merchandise,0,0
145,10,4) $350 - $500,375.7,1,0,Urban,0,Phone,No merchandise,0,0
146,2,1) $0 - $100,93.85,1,0,Suburban,0,Phone,No merchandise,0,0
147,8,1) $0 - $100,82.94,1,0,Urban,1,Phone,No merchandise,0,0
148,1,2) $100 - $200,166.87,1,0,Rural,0,Web,Mens and Womens merchandise,0,0
149,6,1) $0 - $100,45.68,1,0,Rural,1,Phone,Mens and Womens merchandise,0,0
150,2,4) $350 - $500,353.27,0,1,Rural,1,Phone,No merchandise,0,0
151,4,2) $100 - $200,144.28,1,0,Urban,1,Web,No merchandise,1,0
152,7,1) $0 - $100,29.99,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
153,8,1) $0 - $100,29.99,1,0,Suburban,1,Phone,No merchandise,0,0
154,4,"6) $750 - $1,000",929.33,1,0,Suburban,1,Multichannel,Mens and Womens merchandise,0,0
155,4,1) $0 - $100,70.14,1,0,Rural,1,Phone,Mens and Womens merchandise,0,0
156,5,2) $100 - $200,122.16,1,0,Urban,1,Phone,Mens and Womens merchandise,0,0
157,3,4) $350 - $500,350.94,1,0,Suburban,1,Web,Mens and Womens merchandise,0,0
158,2,3) $200 - $350,329.72,0,1,Rural,0,Web,No merchandise,0,0
159,3,"6) $750 - $1,000",787.51,1,1,Urban,1,Multichannel,No merchandise,0,0
160,1,1) $0 - $100,98.98,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
161,11,4) $350 - $500,445.34,0,1,Suburban,1,Phone,No merchandise,0,0
162,6,1) $0 - $100,89.08,1,0,Suburban,0,Web,Mens and Womens merchandise,0,0
163,10,1) $0 - $100,29.99,1,0,Suburban,1,Web,No merchandise,0,0
164,6,1) $0 - $100,70.19,1,0,Suburban,0,Phone,Mens and Womens merchandise,0,0
165,1,4) $350 - $500,455.85,0,1,Rural,0,Phone,No merchandise,0,0
166,1,2) $100 - $200,156.9,1,0,Rural,0,Web,Mens and Womens merchandise,0,0
167,11,1) $0 - $100,58.54,1,0,Suburban,1,Web,Mens and Womens merchandise,0,0
168,6,1) $0 - $100,87.32,0,1,Urban,0,Phone,No merchandise,0,0
169,9,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens and Womens merchandise,0,0
170,8,2) $100 - $200,108.83,1,0,Urban,0,Phone,No merchandise,0,0
171,11,4) $350 - $500,488.31,1,0,Urban,0,Multichannel,No merchandise,0,0
172,10,3) $200 - $350,237.14,1,1,Urban,0,Web,Mens and Womens merchandise,1,0
173,8,1) $0 - $100,55.49,0,1,Rural,1,Phone,Mens and Womens merchandise,0,0
174,2,2) $100 - $200,101.88,1,0,Urban,1,Web,No merchandise,0,0
175,6,4) $350 - $500,386,1,0,Urban,0,Phone,No merchandise,0,0
176,11,3) $200 - $350,222.4,1,0,Suburban,0,Multichannel,No merchandise,0,0
177,5,2) $100 - $200,193.52,1,0,Urban,0,Phone,No merchandise,0,0
178,9,1) $0 - $100,29.99,0,1,Suburban,1,Web,No merchandise,0,0
179,10,1) $0 - $100,73.73,0,1,Suburban,0,Web,Mens and Womens merchandise,0,0
180,7,5) $500 - $750,530.68,1,0,Urban,1,Multichannel,No merchandise,0,0
181,4,4) $350 - $500,488.44,0,1,Urban,1,Web,No merchandise,0,0
182,9,5) $500 - $750,712.82,1,0,Urban,1,Multichannel,No merchandise,0,0
183,5,1) $0 - $100,69.87,0,1,Urban,1,Web,Mens and Womens merchandise,0,0
184,10,1) $0 - $100,92.08,1,0,Suburban,0,Web,Mens and Womens merchandise,0,0
185,1,1) $0 - $100,81.48,0,1,Suburban,0,Phone,No merchandise,0,0
186,4,3) $200 - $350,328.45,1,0,Urban,1,Multichannel,No merchandise,0,0
187,12,1) $0 - $100,29.99,1,0,Urban,1,Web,No merchandise,0,0
188,8,1) $0 - $100,56.41,0,1,Rural,0,Web,Mens and Womens merchandise,0,0
189,10,1) $0 - $100,29.99,0,1,Suburban,1,Phone,Mens and Womens merchandise,0,0
190,4,5) $500 - $750,640.46,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
191,1,2) $100 - $200,114.13,0,1,Suburban,0,Web,No merchandise,0,0
192,10,3) $200 - $350,222.36,1,0,Urban,0,Web,No merchandise,1,0
193,4,2) $100 - $200,105.79,0,1,Urban,1,Web,Mens and Womens merchandise,1,0
194,12,2) $100 - $200,150.4,0,1,Rural,0,Web,No merchandise,1,0
195,9,4) $350 - $500,377.06,0,1,Suburban,0,Multichannel,Mens and Womens merchandise,0,0
196,3,5) $500 - $750,647.82,1,1,Suburban,1,Phone,No merchandise,0,0
197,7,1) $0 - $100,45.66,1,0,Rural,0,Web,No merchandise,0,0
198,3,1) $0 - $100,29.99,1,0,Suburban,0,Phone,Mens and Womens merchandise,0,0
199,1,2) $100 - $200,102.64,1,0,Urban,0,Phone,No merchandise,0,0
200,9,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens and Womens merchandise,0,0
201,10,1) $0 - $100,29.99,1,0,Suburban,0,Phone,Mens and Womens merchandise,0,0
202,7,1) $0 - $100,78.37,1,0,Suburban,1,Phone,No merchandise,0,0
203,1,"7) $1,000 +",1454.8,1,1,Rural,1,Multichannel,Mens and Womens merchandise,1,0
204,2,5) $500 - $750,662.69,0,1,Urban,1,Multichannel,Mens and Womens merchandise,0,0
205,1,5) $500 - $750,579.48,1,0,Rural,1,Multichannel,No merchandise,0,0
206,1,1) $0 - $100,95.35,0,1,Suburban,0,Web,No merchandise,1,16
207,10,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens and Womens merchandise,0,0
208,8,4) $350 - $500,376.51,1,0,Suburban,0,Phone,No merchandise,0,0
209,1,4) $350 - $500,379.05,0,1,Urban,0,Multichannel,No merchandise,0,0
210,7,"6) $750 - $1,000",955.89,1,0,Urban,1,Multichannel,No merchandise,0,0
211,5,3) $200 - $350,267.19,0,1,Suburban,0,Phone,Mens and Womens merchandise,0,0
212,9,"6) $750 - $1,000",951.45,1,0,Suburban,1,Phone,Mens and Womens merchandise,0,0
213,4,2) $100 - $200,108.53,0,1,Rural,0,Web,Mens and Womens merchandise,0,0
214,4,2) $100 - $200,117.11,1,0,Urban,0,Phone,No merchandise,0,0
215,1,"6) $750 - $1,000",782.65,1,1,Suburban,1,Web,No merchandise,1,0
216,7,2) $100 - $200,132.35,0,1,Urban,1,Phone,No merchandise,0,0
217,9,3) $200 - $350,292.76,1,0,Suburban,1,Phone,No merchandise,0,0
218,9,4) $350 - $500,382.89,1,1,Rural,1,Multichannel,Mens and Womens merchandise,1,0
219,1,"6) $750 - $1,000",987.29,1,1,Suburban,1,Phone,Mens and Womens merchandise,1,0
220,2,4) $350 - $500,385.16,1,0,Rural,0,Web,Mens and Womens merchandise,0,0
221,1,2) $100 - $200,152.37,0,1,Urban,0,Web,No merchandise,0,0
222,2,3) $200 - $350,228.28,0,1,Suburban,0,Web,Mens and Womens merchandise,0,0
223,4,4) $350 - $500,398.81,1,0,Suburban,0,Web,No merchandise,1,0
224,4,1) $0 - $100,60.54,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
225,6,3) $200 - $350,271.03,0,1,Suburban,0,Multichannel,Mens and Womens merchandise,1,0
226,12,1) $0 - $100,29.99,0,1,Rural,1,Web,No merchandise,0,0
227,10,2) $100 - $200,147.12,1,0,Urban,1,Web,No merchandise,1,0
228,9,2) $100 - $200,128.78,0,1,Rural,1,Phone,Mens and Womens merchandise,0,0
229,8,1) $0 - $100,29.99,0,1,Suburban,0,Web,Mens and Womens merchandise,1,0
230,2,1) $0 - $100,47.59,1,0,Rural,0,Web,Mens and Womens merchandise,0,0
231,1,1) $0 - $100,80.17,1,0,Urban,0,Phone,Mens and Womens merchandise,0,0
232,2,1) $0 - $100,59.98,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
233,1,2) $100 - $200,126.24,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
234,10,4) $350 - $500,451.92,0,1,Urban,1,Web,No merchandise,0,0
235,2,1) $0 - $100,70.81,1,0,Suburban,0,Web,Mens and Womens merchandise,0,0
236,3,2) $100 - $200,136.02,1,0,Suburban,1,Web,No merchandise,0,0
237,5,1) $0 - $100,87.49,0,1,Urban,0,Web,No merchandise,1,0
238,11,1) $0 - $100,29.99,0,1,Rural,0,Web,Mens and Womens merchandise,1,0
239,5,"6) $750 - $1,000",886.1,1,0,Urban,1,Web,No merchandise,1,0
240,7,3) $200 - $350,290.51,0,1,Suburban,1,Phone,No merchandise,1,0
241,10,5) $500 - $750,509.46,0,1,Rural,1,Multichannel,Mens and Womens merchandise,0,0
242,1,3) $200 - $350,245.98,1,0,Urban,0,Web,Mens and Womens merchandise,1,0
243,8,2) $100 - $200,111.77,1,0,Suburban,0,Web,Mens and Womens merchandise,0,0
244,12,1) $0 - $100,29.99,1,0,Rural,0,Phone,No merchandise,0,0
245,9,4) $350 - $500,494.15,1,1,Urban,0,Web,No merchandise,0,0
246,9,1) $0 - $100,98.06,1,0,Suburban,0,Web,No merchandise,0,0
247,11,3) $200 - $350,336.64,0,1,Rural,0,Phone,No merchandise,0,0
248,3,4) $350 - $500,358.31,1,0,Suburban,0,Web,No merchandise,1,16
249,11,4) $350 - $500,421.51,0,1,Rural,0,Web,Mens and Womens merchandise,1,0
250,8,2) $100 - $200,184.04,1,0,Suburban,1,Web,No merchandise,0,0
251,1,1) $0 - $100,93.82,1,0,Urban,1,Phone,No merchandise,0,0
252,10,1) $0 - $100,29.99,0,1,Urban,1,Web,No merchandise,0,0
253,4,1) $0 - $100,79.02,0,1,Suburban,0,Web,No merchandise,0,0
254,10,2) $100 - $200,152.52,1,0,Urban,0,Web,No merchandise,1,0
255,5,5) $500 - $750,523.76,0,1,Suburban,1,Multichannel,Mens and Womens merchandise,0,0
256,2,5) $500 - $750,550.55,1,1,Rural,1,Web,Mens and Womens merchandise,0,0
257,12,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens and Womens merchandise,0,0
258,10,3) $200 - $350,323.84,0,1,Suburban,0,Phone,Mens and Womens merchandise,0,0
259,10,3) $200 - $350,287.58,1,0,Suburban,0,Phone,No merchandise,0,0
260,6,2) $100 - $200,197.7,0,1,Rural,0,Phone,Mens and Womens merchandise,1,0
261,6,5) $500 - $750,714.71,0,1,Suburban,1,Web,Mens and Womens merchandise,1,0
262,5,3) $200 - $350,226.43,0,1,Rural,0,Phone,No merchandise,0,0
263,6,3) $200 - $350,214.18,0,1,Suburban,1,Multichannel,Mens and Womens merchandise,0,0
264,10,4) $350 - $500,403.51,1,0,Urban,0,Web,No merchandise,0,0
265,3,1) $0 - $100,72.86,1,0,Urban,0,Phone,No merchandise,0,0
266,12,1) $0 - $100,31.98,0,1,Suburban,0,Web,Mens and Womens merchandise,0,0
267,2,"7) $1,000 +",1014.12,1,1,Urban,1,Phone,No merchandise,0,0
268,1,5) $500 - $750,523.22,0,1,Suburban,1,Phone,No merchandise,0,0
269,8,3) $200 - $350,217.06,1,0,Urban,0,Multichannel,No merchandise,1,16
270,1,1) $0 - $100,34.39,0,1,Rural,1,Phone,Mens and Womens merchandise,0,0
271,1,1) $0 - $100,29.99,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
272,10,1) $0 - $100,29.99,1,0,Suburban,1,Web,No merchandise,0,0
273,2,2) $100 - $200,160.52,1,0,Urban,0,Web,Mens and Womens merchandise,0,0
274,2,2) $100 - $200,156.41,1,0,Suburban,0,Phone,Mens and Womens merchandise,0,0
275,7,2) $100 - $200,197.68,0,1,Rural,1,Web,Mens and Womens merchandise,0,0
276,9,"6) $750 - $1,000",763.84,1,0,Suburban,1,Multichannel,Mens and Womens merchandise,0,0
277,8,1) $0 - $100,74.76,1,0,Urban,1,Phone,No merchandise,0,0
278,2,3) $200 - $350,327.38,1,1,Suburban,0,Phone,Mens and Womens merchandise,0,0
279,4,"7) $1,000 +",1330.21,1,0,Suburban,1,Multichannel,Mens and Womens merchandise,0,0
280,1,3) $200 - $350,234.17,1,0,Rural,1,Phone,No merchandise,0,0
281,6,4) $350 - $500,374.21,1,0,Suburban,0,Multichannel,Mens and Womens merchandise,0,0
282,4,1) $0 - $100,65.6,1,0,Urban,1,Phone,No merchandise,0,0
283,2,"6) $750 - $1,000",968.37,1,0,Rural,1,Multichannel,No merchandise,0,0
284,10,2) $100 - $200,139.31,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
285,2,1) $0 - $100,29.99,1,0,Suburban,0,Web,No merchandise,0,0
286,3,4) $350 - $500,358.98,0,1,Urban,0,Phone,No merchandise,0,0
287,3,4) $350 - $500,406.96,1,0,Suburban,0,Web,Mens and Womens merchandise,0,0
288,2,"7) $1,000 +",1643.83,1,1,Suburban,1,Multichannel,No merchandise,0,0
289,11,"6) $750 - $1,000",768.99,1,0,Urban,1,Phone,No merchandise,1,0
290,8,4) $350 - $500,454.83,1,0,Suburban,0,Web,Mens and Womens merchandise,1,0
291,10,5) $500 - $750,581.4,1,0,Urban,1,Phone,No merchandise,0,0
292,10,3) $200 - $350,313.79,0,1,Rural,0,Web,Mens and Womens merchandise,0,0
293,7,3) $200 - $350,213.26,1,1,Urban,1,Phone,Mens and Womens merchandise,0,0
294,5,1) $0 - $100,83.72,0,1,Rural,0,Web,No merchandise,1,0
295,6,1) $0 - $100,29.99,1,0,Urban,1,Phone,No merchandise,0,0
296,9,1) $0 - $100,95.84,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
297,4,4) $350 - $500,358.54,1,0,Rural,0,Web,No merchandise,1,0
298,1,5) $500 - $750,502.55,0,1,Rural,1,Phone,No merchandise,0,0
299,5,2) $100 - $200,190.41,0,1,Suburban,1,Web,Mens and Womens merchandise,0,0
300,7,1) $0 - $100,29.99,1,0,Suburban,0,Web,No merchandise,0,0
301,12,5) $500 - $750,699.65,1,1,Suburban,1,Multichannel,No merchandise,0,0
302,2,1) $0 - $100,38.17,0,1,Suburban,0,Phone,No merchandise,0,0
303,2,1) $0 - $100,57.92,1,0,Suburban,1,Phone,Mens and Womens merchandise,0,0
304,3,1) $0 - $100,29.99,1,0,Urban,0,Phone,No merchandise,0,0
305,1,2) $100 - $200,154.69,1,0,Rural,1,Web,Mens and Womens merchandise,0,0
306,1,1) $0 - $100,29.99,1,0,Urban,0,Phone,No merchandise,0,0
307,5,1) $0 - $100,98.67,0,1,Suburban,1,Phone,Mens and Womens merchandise,0,0
308,1,4) $350 - $500,443.12,1,0,Urban,0,Phone,No merchandise,0,0
309,7,2) $100 - $200,155.65,0,1,Suburban,0,Phone,Mens and Womens merchandise,0,0
310,5,1) $0 - $100,35.31,1,0,Rural,1,Web,Mens and Womens merchandise,0,0
311,2,4) $350 - $500,492.73,0,1,Suburban,0,Multichannel,Mens and Womens merchandise,1,92.24
